order_id,order_placement_date,customer_id,product_id,order_qty
FJUN706583,"Wednesday, June 03, 2026",789625,25891011,324
FJUN676242,"Wednesday, June 03, 2026",789626,25891330,249
FJUN911281,"Wednesday, June 03, 2026",789600,25891481,594
FJUN676242,"Wednesday, June 03, 2026",789605,25891658,491
FJUN375959,"Wednesday, June 03, 2026",789296,25891085,86
FJUN234902,"Wednesday, June 03, 2026",789769,25891658,228
FJUN125501,"Wednesday, June 03, 2026",789625,25891066,560
FJUN514707,"Wednesday, June 03, 2026",789913,25891460,430
FJUN676242,"Wednesday, June 03, 2026",789109,25891448,322
FJUN164386,"Wednesday, June 03, 2026",789394,25891571,107
FJUN153962,"Wednesday, June 03, 2026",789356,25891098,278
FJUN726780,"Wednesday, June 03, 2026",789341,25891134,363
FJUN234902,"Wednesday, June 03, 2026",789394,25891143,418
FJUN125501,"Wednesday, June 03, 2026",789967,25891358,575
FJUN425401,"Wednesday, June 03, 2026",789711,25891417,177
FJUN911281,"Wednesday, June 03, 2026",789659,25891055,190
FJUN215674,"Wednesday, June 03, 2026",789356,25891326,77
FJUN726780,"Wednesday, June 03, 2026",789400,25891329,237
FJUN726780,"Wednesday, June 03, 2026",789389,25891453,475
FJUN234902,"Wednesday, June 03, 2026",789922,25891374,580
FJUN375959,"Wednesday, June 03, 2026",789598,25891134,371
FJUN696734,"Wednesday, June 03, 2026",789509,25891178,482
FJUN393767,"Wednesday, June 03, 2026",789178,25891549,317
FJUN125501,"Wednesday, June 03, 2026",789389,25891101,63
FJUN706583,"Wednesday, June 03, 2026",789710,25891522,418
FJUN463511,"Wednesday, June 03, 2026",789548,25891600,294
FJUN375959,"Wednesday, June 03, 2026",789535,25891237,330
FJUN911281,"Wednesday, June 03, 2026",789168,25891141,496
FJUN463511,"Wednesday, June 03, 2026",789198,25891571,143
FJUN136227,"Wednesday, June 03, 2026",789548,25891249,278
FJUN393767,"Wednesday, June 03, 2026",789325,25891477,514
FJUN463511,"Wednesday, June 03, 2026",789722,25891494,574
FJUN170488,"Wednesday, June 03, 2026",789509,25891326,173
FJUN676242,"Wednesday, June 03, 2026",789625,25891545,95
FJUN726780,"Wednesday, June 03, 2026",789904,25891374,419
FJUN665944,"Wednesday, June 03, 2026",789849,25891642,478
FJUN445255,"Wednesday, June 03, 2026",789710,25891291,312
FJUN766775,"Wednesday, June 03, 2026",789922,25891329,346
FJUN393767,"Wednesday, June 03, 2026",789728,25891111,48
FJUN234902,"Wednesday, June 03, 2026",789178,25891606,208
FJUN696734,"Wednesday, June 03, 2026",789349,25891013,252
FJUN109003,"Wednesday, June 03, 2026",789587,25891255,155
FJUN425401,"Wednesday, June 03, 2026",789703,25891613,515
FJUN375959,"Wednesday, June 03, 2026",789104,25891092,536
FJUN911281,"Wednesday, June 03, 2026",789913,25891247,488
FJUN170488,"Wednesday, June 03, 2026",789904,25891599,186
FJUN125501,"Wednesday, June 03, 2026",789548,25891331,69
FJUN911281,"Wednesday, June 03, 2026",789382,25891292,27
FJUN125501,"Wednesday, June 03, 2026",789452,25891481,200
FJUN726780,"Wednesday, June 03, 2026",789389,25891357,467
FJUN911281,"Wednesday, June 03, 2026",789769,25891453,236
FJUN445255,"Wednesday, June 03, 2026",789276,25891384,305
FJUN665944,"Wednesday, June 03, 2026",789205,25891581,599
FJUN911281,"Wednesday, June 03, 2026",789619,25891356,152
FJUN234902,"Wednesday, June 03, 2026",789811,25891279,255
FJUN696734,"Wednesday, June 03, 2026",789228,25891417,284
FJUN125501,"Wednesday, June 03, 2026",789591,25891665,286
FJUN375959,"Wednesday, June 03, 2026",789328,25891358,575
FJUN445255,"Wednesday, June 03, 2026",789806,25891587,332
FJUN766775,"Wednesday, June 03, 2026",789625,25891395,338
FJUN911281,"Wednesday, June 03, 2026",789944,25891378,204
FJUN215674,"Wednesday, June 03, 2026",789445,25891339,267
FJUN696734,"Wednesday, June 03, 2026",789220,25891094,228
FJUN911281,"Wednesday, June 03, 2026",789949,25891526,244
FJUN513423,"Wednesday, June 03, 2026",789994,25891481,71
FJUN696734,"Wednesday, June 03, 2026",789684,25891560,47
FJUN513423,"Wednesday, June 03, 2026",789542,25891097,346
FJUN109003,"Wednesday, June 03, 2026",789270,25891661,261
FJUN425401,"Wednesday, June 03, 2026",789991,99999999,249
FJUN676242,"Wednesday, June 03, 2026",789557,25891072,552
FJUN164386,"Wednesday, June 03, 2026",789100,25891644,483
FJUN513423,"Wednesday, June 03, 2026",789950,25891254,436
FJUN540833,"Wednesday, June 03, 2026",789421,25891557,260
FJUN766775,"Wednesday, June 03, 2026",789781,25891453,204
FJUN540833,"Wednesday, June 03, 2026",789811,25891644,433
FJUN661799,"Wednesday, June 03, 2026",789438,25891097,279
FJUN215674,"Wednesday, June 03, 2026",789356,25891156,358
FJUN434793,"Wednesday, June 03, 2026",789571,25891351,481
FJUN109003,"Wednesday, June 03, 2026",789812,25891383,462
FJUN513423,"Wednesday, June 03, 2026",789690,25891683,311
FJUN434793,"Wednesday, June 03, 2026",789101,25891494,460
FJUN766775,"Wednesday, June 03, 2026",789182,25891443,509
FJUN651726,"Wednesday, June 03, 2026",789183,25891667,286
FJUN706583,"Wednesday, June 03, 2026",789781,25891644,533
FJUN706583,"Wednesday, June 03, 2026",789838,25891187,198
FJUN513423,"Wednesday, June 03, 2026",789942,25891201,532
FJUN387859,"Wednesday, June 03, 2026",789844,25891007,510
FJUN375959,"Wednesday, June 03, 2026",789427,25891522,179
FJUN375959,"Wednesday, June 03, 2026",789812,25891492,65
FJUN215150,"Wednesday, June 03, 2026",789452,25891310,210
FJUN661799,"Wednesday, June 03, 2026",789341,25891423,286
FJUN215150,"Wednesday, June 03, 2026",789772,25891022,428
FJUN125501,"Wednesday, June 03, 2026",789542,25891663,551
FJUN434793,"Wednesday, June 03, 2026",789811,25891336,114
FJUN463511,"Wednesday, June 03, 2026",789268,25891329,200
FJUN425401,"Wednesday, June 03, 2026",789445,25891260,486
FJUN514707,"Wednesday, June 03, 2026",789183,25891406,485
FJUN434793,"Wednesday, June 03, 2026",789378,25891382,76
FJUN651726,"Wednesday, June 03, 2026",789174,25891267,474
FJUN375959,"Wednesday, June 03, 2026",789711,25891139,243
FJUN696734,"Wednesday, June 03, 2026",789245,25891615,344
FJUN109003,"Wednesday, June 03, 2026",789991,25891473,65
FJUN651726,"Wednesday, June 03, 2026",789182,25891330,174
FJUN434793,"Wednesday, June 03, 2026",789593,25891699,29
FJUN845150,"Wednesday, June 03, 2026",789963,25891435,102
FJUN434793,"Wednesday, June 03, 2026",789659,25891358,71
FJUN706583,"Wednesday, June 03, 2026",789445,25891063,468
FJUN676242,"Wednesday, June 03, 2026",789986,25891098,93
FJUN125501,"Wednesday, June 03, 2026",789421,25891038,352
FJUN957798,"Wednesday, June 03, 2026",789136,25891011,365
FJUN845150,"Wednesday, June 03, 2026",789394,25891146,526
FJUN706583,"Wednesday, June 03, 2026",789812,25891474,553
FJUN393767,"Wednesday, June 03, 2026",789254,25891688,493
FJUN911281,"Wednesday, June 03, 2026",789802,25891355,68
FJUN463511,"Wednesday, June 03, 2026",789349,25891068,171
FJUN425401,"Wednesday, June 03, 2026",789451,25891618,175
FJUN957798,"Wednesday, June 03, 2026",789626,25891038,71
FJUN164386,"Wednesday, June 03, 2026",789136,25891481,412
FJUN170488,"Wednesday, June 03, 2026",789832,25891525,337
FJUN125501,"Wednesday, June 03, 2026",789864,25891640,31
