order_id,order_placement_date,customer_id,product_id,order_qty
FJUN402885,"Friday, June 05, 2026",789264,25891435,327
FJUN469179,"Friday, June 05, 2026",789438,25891279,478
FJUN655604,"Friday, June 05, 2026",789959,25891600,21
FJUN220257,"Friday, June 05, 2026",789223,25891378,560
FJUN527605,"Friday, June 05, 2026",789504,25891540,577
FJUN758737,"Friday, June 05, 2026",789101,25891548,328
FJUN919662,"Friday, June 05, 2026",789452,25891330,356
FJUN597590,"Friday, June 05, 2026",789710,25891371,347
FJUN340728,"Friday, June 05, 2026",789427,25891626,192
FJUN562839,"Friday, June 05, 2026",789967,25891423,143
FJUN655604,"Friday, June 05, 2026",789520,25891133,211
FJUN402885,"Friday, June 05, 2026",789254,25891386,388
FJUN758737,"Friday, June 05, 2026",789174,25891694,390
FJUN221438,"Friday, June 05, 2026",789240,25891663,191
FJUN595115,"Friday, June 05, 2026",789600,25891329,100
FJUN556910,"Friday, June 05, 2026",789674,25891582,56
FJUN220257,"Friday, June 05, 2026",789607,25891679,107
FJUN452360,"Friday, June 05, 2026",789922,25891458,350
FJUN469634,"Friday, June 05, 2026",789603,25891560,253
FJUN743568,"Friday, June 05, 2026",789451,25891143,520
FJUN157068,"Friday, June 05, 2026",789961,25891330,370
FJUN814132,"Friday, June 05, 2026",789194,25891351,310
FJUN230277,"Friday, June 05, 2026",789607,25891495,389
FJUN220257,"Friday, June 05, 2026",789864,25891554,521
FJUN230277,"Friday, June 05, 2026",789626,25891626,366
FJUN220257,"Friday, June 05, 2026",789178,25891234,69
FJUN562839,"Friday, June 05, 2026",789769,25891388,323
FJUN211072,"Friday, June 05, 2026",789349,25891606,366
FJUN610061,"Friday, June 05, 2026",789307,25891386,246
FJUN929705,"Friday, June 05, 2026",789607,25891149,415
FJUN221438,"Friday, June 05, 2026",789394,25891561,254
FJUN877100,"Friday, June 05, 2026",789178,25891582,244
FJUN546554,"Friday, June 05, 2026",789722,25891384,52
FJUN929705,"Friday, June 05, 2026",789389,25891237,24
FJUN402885,"Friday, June 05, 2026",789631,25891061,126
FJUN282162,"Friday, June 05, 2026",789417,25891266,115
FJUN877100,"Friday, June 05, 2026",789770,25891101,372
FJUN597590,"Friday, June 05, 2026",789832,25891667,310
FJUN929705,"Friday, June 05, 2026",789136,25891310,493
FJUN743568,"Friday, June 05, 2026",789542,25891150,200
FJUN447117,"Friday, June 05, 2026",789542,25891624,487
FJUN221438,"Friday, June 05, 2026",789605,25891022,100
FJUN527605,"Friday, June 05, 2026",789588,25891382,272
FJUN919662,"Friday, June 05, 2026",789349,25891426,191
FJUN211072,"Friday, June 05, 2026",789770,25891366,548
FJUN998456,"Friday, June 05, 2026",789726,25891122,266
FJUN919662,"Friday, June 05, 2026",789626,25891525,138
FJUN452360,"Friday, June 05, 2026",789698,25891389,111
FJUN340728,"Friday, June 05, 2026",789100,25891612,380
FJUN743568,"Friday, June 05, 2026",789542,25891533,480
FJUN220257,"Friday, June 05, 2026",789625,25891699,383
FJUN655604,"Friday, June 05, 2026",789598,25891648,479
FJUN919662,"Friday, June 05, 2026",789962,25891216,414
FJUN919662,"Friday, June 05, 2026",789255,25891344,313
FJUN998456,"Friday, June 05, 2026",789288,25891356,357
FJUN929705,"Friday, June 05, 2026",789245,25891694,49
