order_id,order_placement_date,customer_id,product_id,order_qty
FJUN235746,"Thursday, June 04, 2026",789726,25891423,69
FJUN235746,"Thursday, June 04, 2026",789827,25891565,536
FJUN674704,"Thursday, June 04, 2026",789548,25891216,65
FJUN518631,"Thursday, June 04, 2026",789887,25891172,187
FJUN753391,"Thursday, June 04, 2026",789178,25891305,20
FJUN547051,"Thursday, June 04, 2026",789411,25891143,130
FJUN630236,"Thursday, June 04, 2026",789216,25891373,108
FJUN836564,"Thursday, June 04, 2026",789673,25891661,352
FJUN970179,"Thursday, June 04, 2026",789769,25891158,29
FJUN547051,"Thursday, June 04, 2026",789607,25891056,91
FJUN937586,"Thursday, June 04, 2026",789504,25891502,249
FJUN917484,"Thursday, June 04, 2026",789414,25891078,61
FJUN374237,"Thursday, June 04, 2026",789971,25891373,371
FJUN630236,"Thursday, June 04, 2026",789626,25891156,313
FJUN753391,"Thursday, June 04, 2026",789901,25891587,367
FJUN335686,"Thursday, June 04, 2026",789417,25891206,290
FJUN104392,"Thursday, June 04, 2026",789265,25891697,260
FJUN158657,"Thursday, June 04, 2026",789382,25891464,228
FJUN762931,"Thursday, June 04, 2026",789993,25891097,357
FJUN161541,"Thursday, June 04, 2026",789248,25891345,45
FJUN937586,"Thursday, June 04, 2026",789358,25891560,392
FJUN434899,"Thursday, June 04, 2026",789719,25891395,594
FJUN434899,"Thursday, June 04, 2026",789887,25891644,584
FJUN518631,"Thursday, June 04, 2026",789451,25891663,188
FJUN346611,"Thursday, June 04, 2026",789220,25891502,550
FJUN753391,"Thursday, June 04, 2026",789770,25891460,70
FJUN753391,"Thursday, June 04, 2026",789769,25891168,464
FJUN374237,"Thursday, June 04, 2026",789174,25891263,72
FJUN409621,"Thursday, June 04, 2026",789922,25891471,265
FJUN374237,"Thursday, June 04, 2026",789524,25891122,450
FJUN168870,"Thursday, June 04, 2026",789535,25891174,477
FJUN987543,"Thursday, June 04, 2026",789644,25891454,529
FJUN335686,"Thursday, June 04, 2026",789605,25891414,591
FJUN614880,"Thursday, June 04, 2026",789659,25891330,303
FJUN722643,"Thursday, June 04, 2026",789557,25891172,310
FJUN158657,"Thursday, June 04, 2026",789298,25891417,398
FJUN235746,"Thursday, June 04, 2026",789674,25891412,382
FJUN970179,"Thursday, June 04, 2026",789557,25891329,280
FJUN836564,"Thursday, June 04, 2026",789183,25891269,333
